publisher,genres,app_name,specs,price,early_access,developer,sentiment,metascore,release_year,Indie
Application Systems Heidelberg,"['Adventure', 'Indie']",Nelly Cootalot: The Fowl Fleet,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",19.99,False,"Alasdair Beckett-King,Application Systems Heidelberg",positive,81.0,2016,1
Soldak Entertainment,"['Action', 'Indie', 'RPG']",Zombasite,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements']",19.99,False,Soldak Entertainment,mixed,66.0,2016,1
Amanita Design,"['Adventure', 'Casual', 'Indie']",Samorost 3,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Amanita Design,mostly Positive,80.0,2016,1
,nan,ADR1FT,"['Single-player', 'Steam Achievements', 'Full controller support', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Gamepad', 'Seated', 'Standing']",19.99,False,,mixed,64.0,0,0
Heart Machine,"['Action', 'Adventure', 'Indie', 'RPG']",Hyper Light Drifter,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",19.99,False,Heart Machine,positive,84.0,2016,1
beyondthosehills,"['Adventure', 'Indie']",The Minims,"['Single-player', 'Steam Achievements']",9.99,False,beyondthosehills,mostly Positive,73.0,2016,1
Daedalic Entertainment,"['Adventure', 'Indie']",Anna's Quest,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Daedalic Entertainment,mostly Positive,74.0,2015,1
Pyrodactyl,"['Action', 'Indie', 'RPG']",Good Robot,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Pyrodactyl,mixed,67.0,2016,1
Degica,['Action'],DARIUSBURST Chronicle Saviours - Space Harrier,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,"Pyramid,Chara-Ani",mostly Positive,80.0,2016,0
Degica,['Action'],DARIUSBURST Chronicle Saviours - Fantasy Zone,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,"Pyramid,Chara-Ani",mostly Positive,80.0,2016,0
Degica,['Action'],DARIUSBURST Chronicle Saviours - Galaxy Force II,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,"Pyramid,Chara-Ani",mostly Positive,80.0,2016,0
Degica,"['Action', 'Adventure', 'RPG']",Code of Princess,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Studio Saizensen,mixed,53.0,2016,0
Pop Sandbox,"['Action', 'Casual', 'Indie']",LOUD on Pl X,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",7.99,False,Pop Sandbox,mostly Positive,72.0,2016,1
,nan,Saw,['Captions available'],3.99,False,,mixed,55.0,2005,0
"XSEED Games, Marvelous USA, Inc.","['Adventure', 'Indie', 'RPG']",Corpse Party,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,GrisGris,mostly Positive,71.0,2016,1
Phoenix Online Publishing,"['Action', 'Adventure', 'Indie']",Cornerstone: The Song of Tyrim,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Overflow,mixed,58.0,2016,1
Outsider Games,"['Adventure', 'Indie']",Wailing Heights,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,False,Outsider Games,mixed,70.0,2016,1
Microsoft Studios,['Action'],Ori and the Blind Forest: Definitive Edition,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats']",19.99,False,Moon Studios GmbH,very positive,88.0,2016,0
,nan,FATED: The Silent Oath,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'HTC Vive', 'Oculus Rift', 'Gamepad', 'Seated']",9.99,False,,mixed,67.0,0,0
Stardock Entertainment,"['Indie', 'Simulation', 'Strategy']",Offworld Trading Company,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes level editor']",19.99,False,Mohawk Games,mostly Positive,78.0,2016,1
Degica,"['Action', 'Adventure', 'Indie']",Back in 1995,"['Single-player', 'Steam Achievements', 'Full controller support']",9.99,False,Throw the warped code out,mixed,52.0,2016,1
SOEDESCO Publishing,"['Adventure', 'Indie']",N.E.R.O.: Nothing Ever Remains Obscure,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,Storm in a Teacup,mixed,59.0,2016,1
Raw Fury,"['Adventure', 'Indie']",Kathy Rain,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Clifftop Games,mostly Positive,77.0,2016,1
Sassybot,"['Casual', 'Indie']",Fragments of Him,"['Single-player', 'Full controller support', 'Steam Trading Cards']",9.99,False,Sassybot,mixed,69.0,2016,1
2K,['Action'],Battleborn,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",Free to Play,False,Gearbox Software,mixed,69.0,2016,0
astragon Entertainment GmbH,"['Simulation', 'Strategy']",TransOcean 2: Rivals,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",24.99,False,Deck13 Hamburg,mixed,69.0,2016,0
Octopus Tree,"['Action', 'Adventure', 'Indie', 'RPG']",Goliath,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",11.99,False,Whalebox Studio,mixed,57.0,2016,1
Deep Silver,"['Action', 'Adventure']",Homefront®: The Revolution,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Stats']",29.99,False,Dambuster Studios,mixed,54.0,2016,0
Ska Studios,"['Action', 'Indie', 'RPG']",Salt and Sanctuary,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",17.99,False,Ska Studios,positive,84.0,2016,1
Pera Games,"['Indie', 'RPG', 'Strategy']",Overfall,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Pera Games,mostly Positive,71.0,2016,1
Misfits Attic,"['Indie', 'Strategy']",Duskers,['Single-player'],19.99,False,Misfits Attic,positive,83.0,2016,1
,nan,Time Machine VR,"['Single-player', 'Full controller support', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Gamepad', 'Seated']",29.99,False,,mixed,58.0,0,0
Devolver Digital,"['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']",OmniBus,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support']",9.99,False,"Buddy Cops, LLC",mixed,55.0,2016,1
Wastelands Interactive,"['Indie', 'RPG', 'Simulation', 'Strategy']",Planar Conquest,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Wastelands Interactive,mixed,53.0,2016,1
Gamious,"['Indie', 'Simulation', 'Strategy']",Turmoil,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Gamious,mostly Positive,73.0,2016,1
,nan,The Solus Project,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Gamepad', 'Seated', 'Standing', 'Room-Scale']",19.99,False,,mixed,68.0,0,0
Bigben Interactive,"['Action', 'Adventure']",Sherlock Holmes: The Devil's Daughter,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",49.99,False,Frogwares,mixed,65.0,2016,0
Ubisoft,['Racing'],Trials of the Blood Dragon,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",14.99,False,"Redlynx,Ubisoft Kiev",mixed,54.0,2016,0
1C Company,"['Action', 'Adventure', 'Indie']",BLACKHOLE: Challenge Vault,"['Single-player', 'Online Multi-Player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']",Free To Play,False,FiolaSoft Studio,positive,82.0,2016,1
NCSOFT,"['Massively Multiplayer', 'RPG']",WildStar: Captain's Pack,"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']",9.99,False,Carbine Studios,positive,82.0,2016,0
NCSOFT,"['Massively Multiplayer', 'RPG']",WildStar: Cute & Cuddly Pack,"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",34.99,False,Carbine Studios,positive,82.0,2016,0
The Game Bakers,['Action'],Furi,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']",19.99,False,The Game Bakers,mostly Positive,76.0,2016,0
Mi'pu'mi Games GmbH,"['Adventure', 'Indie']",The Lion's Song: Episode 1 - Silence,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",Free,False,Mi'pu'mi Games GmbH,mostly Positive,78.0,2016,1
Awaceb,"['Action', 'Adventure', 'Indie']",Fossil Echo,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",9.99,False,Awaceb,mixed,61.0,2016,1
"Iron Galaxy Studios, LLC","['Action', 'Indie', 'Sports']",VIDEOBALL,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",9.99,False,"Action Button Entertainment, LLC",positive,82.0,2016,1
Degica,['Adventure'],Muv-Luv,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",34.99,False,ixtl,mostly Positive,76.0,2016,0
D3 PUBLISHER,['Action'],EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",49.99,False,SANDLOT,mostly Positive,79.0,2016,0
,nan,The Assembly,"['Single-player', 'Steam Achievements', 'Full controller support', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Gamepad', 'Keyboard / Mouse', 'Seated', 'Standing']",29.99,False,,mixed,55.0,0,0
SOEDESCO Publishing,"['Adventure', 'Indie']",Ian's Eyes,"['Single-player', 'Steam Trading Cards']",9.99,False,Sindie Games,mixed,36.0,2016,1
Blyts,"['Adventure', 'Indie']",Kelvin and the Infamous Machine,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Blyts,mostly Positive,79.0,2016,1
"Beatshapers, Digerati Distribution","['Action', 'Adventure', 'Indie']",DreamBreak,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",6.99,False,Aist,mixed,46.0,2016,1
Frogwares,['Adventure'],Journey to the Center of the Earth,['Single-player'],4.99,False,Frogwares,mixed,65.0,2003,0
Badland Games,"['Action', 'Indie']",8DAYS - PEACE IS OUR BUSINESS,"['Single-player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']",7.99,False,Santa Clara Games,mixed,64.0,2016,1
Chucklefish,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Starbound,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']",14.99,False,Chucklefish,positive,81.0,2016,1
Curve Digital,"['Adventure', 'Indie']",Human: Fall Flat,"['Single-player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",14.99,False,No Brakes Games,mixed,70.0,2016,1
tinyBuild Games,"['Action', 'Adventure', 'Casual', 'Indie']",Lovely Pl Arcade,"['Single-player', 'Steam Achievements', 'Full controller support']",5.99,False,QUICKTEQUILA,mostly Positive,78.0,2016,1
Adult Swim Games,['Action'],Headlander,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']",19.99,False,Double Fine Productions,mostly Positive,74.0,2016,0
"XSEED Games, Marvelous USA, Inc.","['RPG', 'Simulation', 'Strategy']",Little King's Story,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",19.99,False,"Marvelous, Inc.",mixed,62.0,2016,0
tinyBuild,"['Action', 'Adventure', 'Indie', 'Racing']",Road to Ballhalla,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,False,Torched Hill,mostly Positive,75.0,2016,1
GRASSHOPPER MANUFACTURE INC.,['Adventure'],The Silver Case,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",19.99,False,"GRASSHOPPER MANUFACTURE INC.,AGM PLAYISM",mixed,67.0,2016,0
"Acttil, LLC.","['Adventure', 'RPG']",Ray Gigant,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",29.99,False,BANDAI NAMCO Entertainment Inc.,mixed,55.0,2016,0
Devolver Digital,"['Adventure', 'Indie', 'RPG', 'Simulation']",Reigns,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",2.99,False,Nerial,mostly Positive,77.0,2016,1
Ubisoft,"['Adventure', 'Casual', 'Indie']",Grow Up,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,"Reflections, a Ubisoft Studio",mostly Positive,71.0,2016,1
"Codemasters, Feral Interactive (Mac)","['Racing', 'Simulation', 'Sports']",F1 2016,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",59.99,False,"Codemasters,Feral Interactive (Mac)",positive,86.0,2016,0
Team17 Digital Ltd,"['Action', 'Strategy']",Worms W.M.D,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']",29.99,False,Team17 Digital Ltd,mostly Positive,79.0,2016,0
"Square Enix, Feral Interactive (Linux), Feral Interactive (Mac)","['Action', 'RPG']",Deus Ex: Mankind Divided,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",59.99,False,"Eidos Montreal,Feral Interactive (Linux),Feral Interactive (Mac)",positive,83.0,2016,0
Activision,['Adventure'],"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",['Single-player'],5.99,False,Sierra On-Line,mostly Positive,80.0,1999,0
Activision,"['Simulation', 'Strategy']",Caesar™ IV,['Single-player'],9.99,False,"Tilted Mill Entertainment, Inc.",mostly Positive,74.0,2006,0
Curve Digital,"['Adventure', 'Indie']",Hue,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",14.99,False,Fiddlesticks Games,mostly Positive,79.0,2016,1
Square Enix,['Adventure'],The Turing Test,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Bulkhead Interactive,mostly Positive,74.0,2016,0
Frima Originals,"['Action', 'Indie']",Talent Not Included,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",12.99,False,Frima Studio,mostly Positive,73.0,2016,1
tinyBuild,"['Action', 'Adventure', 'Indie']",The Final Station,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,"Oleg Sergeev,Andrey Rumak,Do My Best",mostly Positive,76.0,2016,1
Tin Man Games,"['Action', 'Adventure', 'Indie']",The Warlock of Firetop Mountain,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Tin Man Games,mixed,70.0,2016,1
"Massive Damage, Inc.","['Indie', 'RPG', 'Simulation', 'Strategy']",Halcyon 6: Starbase Commander,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",14.99,False,"Massive Damage, Inc.",mostly Positive,71.0,2016,1
Green Man Gaming Publishing,"['Adventure', 'Indie']",The Bunker,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,"Splendy Interactive,Wales Interactive",mixed,57.0,2016,1
Santa Ragione,"['Adventure', 'Indie']",Wheels of Aurelia,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Santa Ragione,mixed,63.0,2016,1
Dreadbit,['Action'],Seraph,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",12.99,False,Dreadbit,mostly Positive,80.0,2016,0
Badland Games,"['Adventure', 'Indie', 'RPG']",Zenith,"['Single-player', 'Steam Achievements', 'Partial Controller Support']",14.99,False,Infinigon,mixed,57.0,2016,1
2K,['Sports'],NBA 2K17,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",59.99,False,Visual Concepts,very positive,90.0,2016,0
Edge Case Games Ltd.,"['Action', 'Free to Play', 'Indie', 'Strategy']",Fractured Space,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Steam Leaderboards']",Free to Play,False,Edge Case Games Ltd.,mostly Positive,79.0,2016,1
Snow Cannon Games,"['Action', 'Indie']",Klang,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,Tinimations,mostly Positive,71.0,2016,1
Lichthund,"['Action', 'Adventure', 'Indie']",Lichtspeer,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Lichthund,mostly Positive,72.0,2016,1
