genres,app_name,specs,price,early_access,developer,sentiment,metascore,release_year
"['Adventure', 'Indie', 'RPG']",LISA,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",9.99,False,Dingaling,mostly Positive,78.0,2014
['Indie'],Metrocide,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']",12.99,False,Flat Earth Games,mixed,68.0,2014
"['Action', 'Indie']",Dead Effect,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",4.99,False,"BadFly Interactive, a.s.",mixed,59.0,2014
"['Action', 'Adventure']",METAL GEAR SOLID V: GROUND ZEROES,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Kojima Productions,mostly Positive,80.0,2014
"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",SpeedRunners,"['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor']",14.99,False,DoubleDutch Games,positive,84.0,2016
nan,Assetto Corsa,"['Single-player', 'Online Multi-Player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards', 'Includes level editor', 'HTC Vive', 'Oculus Rift', 'Gamepad', 'Keyboard / Mouse', 'Seated']",29.99,False,,positive,85.0,0
"['Action', 'Indie']",Disorder,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",3.99,False,Swagabyte Games,mixed,61.0,2015
"['Adventure', 'Indie', 'RPG', 'Strategy']",Avernum 2: Crystal Souls,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']",19.99,False,Spiderweb Software,mostly Positive,78.0,2015
"['Adventure', 'Casual', 'Indie']",Tengami,"['Single-player', 'Steam Achievements', 'Steam Cloud']",4.99,False,Nyamyam,mixed,57.0,2015
"['Action', 'Adventure', 'Indie']",TRISTOY,"['Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']",6.99,False,Uniworlds Game Studios,mixed,49.0,2015
"['Action', 'Adventure']",Resident Evil / biohazard HD REMASTER,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,"CAPCOM Co., Ltd.",positive,82.0,2015
['Strategy'],Grey Goo,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards', 'Includes level editor']",29.99,False,Petroglyph,mostly Positive,77.0,2015
"['Action', 'Adventure', 'Indie', 'RPG']",Vica - Gold Edition,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",9.99,False,Deck13,mixed,61.0,2009
"['Adventure', 'Casual']",Ghost Pirates of Vooju Island,['Single-player'],9.99,False,Autumn Moon,mixed,66.0,2015
"['Action', 'Indie']",Pix the Cat,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Pastagames,mostly Positive,77.0,2015
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Overture,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available']",4.99,False,Black Shell Games,mostly Positive,76.0,2015
"['Action', 'Adventure', 'Indie', 'RPG']",Apotheon,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",14.99,False,Alientrap,mostly Positive,78.0,2015
"['Adventure', 'Indie', 'RPG']",SUNLESS SEA,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",18.99,False,Failbetter Games,positive,81.0,2015
"['Action', 'Indie', 'RPG']",Hand of Fate,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,Defiant Development,mostly Positive,78.0,2015
"['Action', 'Adventure', 'Indie', 'RPG']",Hot Tin Roof: The Cat That Wore A Fedora,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats']",14.99,False,Glass Bottom Games,mixed,66.0,2015
"['Adventure', 'Indie']",Oscura: Lost Light,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",6.99,False,Chocolate Liberation Front,mixed,66.0,2015
"['Action', 'Adventure', 'Indie']",Oddworld: New 'n' Tasty,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",19.99,False,"Just Add Water (Developments), Ltd.",very positive,87.0,2015
"['Simulation', 'Strategy']",Homeworld Remastered Collection,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud']",34.99,False,"Gearbox Software,Aspyr (Mac)",positive,86.0,2015
"['Action', 'Adventure']",Shiftlings,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Rock Pocket Games,mixed,70.0,2015
['Adventure'],White Night,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",14.99,False,OSome Studio,mixed,68.0,2015
"['Action', 'Indie']",ARMED SEVEN,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",4.99,False,ASTRO PORT,mixed,67.0,2015
"['Adventure', 'Casual', 'Indie']",Shelter 2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",14.99,False,Might and Delight,mixed,58.0,2015
['Strategy'],Sid Meier's Starships,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",14.99,False,Firaxis Games,mixed,64.0,2015
"['Action', 'Adventure', 'Indie', 'RPG']",Oceanhorn: Monster of Uncharted Seas,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",14.99,False,Cornfox &amp; Bros.,mostly Positive,74.0,2015
"['Action', 'Adventure', 'Indie']",Woolfe - The Red Hood Diaries,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,GRIN,mixed,55.0,2015
['Strategy'],Etherium,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Tindalos Interactive,mixed,62.0,2015
"['Simulation', 'Strategy']",The Corporate Machine,"['Single-player', 'Multi-player']",9.99,False,Stardock Entertainment,mostly Positive,80.0,2001
"['Indie', 'RPG', 'Strategy']",Ironcast,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Dreadbit,mostly Positive,75.0,2015
"['Free to Play', 'Massively Multiplayer', 'RPG']",ArcheAge,"['Multi-player', 'MMO', 'Steam Trading Cards', 'In-App Purchases']",Free to Play,False,XLGAMES,mostly Positive,80.0,2015
"['Adventure', 'Indie']",The Moment of Silence,"['Single-player', 'Steam Cloud']",14.99,False,House of Tales,mixed,70.0,2005
"['Racing', 'Simulation', 'Sports']",RIDE,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",39.99,False,Milestone S.r.l.,mixed,68.0,2015
"['Action', 'Adventure', 'Indie']",A Pixel Story,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats']",11.99,False,Lamplight Studios,mostly Positive,74.0,2015
"['Action', 'Indie', 'Strategy']",Bloodsports.TV,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,"Toadman Interactive,Fatshark",mixed,69.0,2015
"['Action', 'Indie']",Paperbound,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Includes level editor']",9.99,False,Dissident Logic,mixed,68.0,2015
"['Adventure', 'Casual', 'Indie']",15 Days,"['Single-player', 'Steam Cloud']",9.99,False,House of Tales,mixed,63.0,2010
"['Action', 'RPG']",DARK SOULS™ II: Scholar of the First Sin,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support']",39.99,False,"FromSoftware, Inc",mostly Positive,79.0,2015
"['Indie', 'Strategy']",War for the Overworld,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",29.99,False,Brightrock Games,mixed,65.0,2015
"['Adventure', 'Indie']",Overclocked: A History of Violence,"['Single-player', 'Steam Cloud']",14.99,False,House of Tales,mixed,70.0,2008
['Action'],Blue Estate The Game,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",12.99,False,HE SAW,mixed,59.0,2015
['Indie'],Lakeview Cabin Collection,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",9.99,False,Roope Tamminen,mixed,70.0,2015
"['Adventure', 'Indie']",Dead Synchronicity: Tomorrow Comes Today,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",19.99,False,Fictiorama Studios,mixed,70.0,2015
"['Action', 'Adventure', 'Indie']",Albedo: Eyes from Outer Space,"['Single-player', 'Steam Achievements', 'Full controller support']",14.99,False,Z4G0 and Ivan Venturi Productions,mixed,66.0,2015
"['Adventure', 'Indie']",The Charnel House Trilogy,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",5.99,False,Owl Cave,mixed,68.0,2015
"['Action', 'Casual', 'Indie']","Slow Down, Bull","['Single-player', 'Full controller support', 'Steam Trading Cards']",1.99,False,Insomniac Games,mixed,65.0,2015
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Convoy,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",14.99,False,Convoy Games,mostly Positive,72.0,2015
"['Action', 'Adventure', 'Indie', 'Racing']",JumpJet Rex,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,TreeFortress Games,mostly Positive,76.0,2015
"['Action', 'Casual']",Kalimba,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,Press Play,positive,81.0,2015
"['Action', 'Indie', 'RPG']",Crypt of the NecroDancer,"['Single-player', 'Local Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",14.99,False,Brace Yourself Games,very positive,87.0,2015
"['Action', 'Simulation']",Fair Strike,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",3.99,False,G5 Software,mixed,56.0,2004
"['RPG', 'Simulation', 'Strategy']",Dungeons 2,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",19.99,False,Realmforge Studios,mixed,70.0,2015
nan,Rooms: The Unsolvable Puzzle,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Gamepad', 'Seated']",14.99,False,,mixed,66.0,0
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",TERA,"['Multi-player', 'MMO', 'Co-op', 'Steam Trading Cards', 'Partial Controller Support']",Free to Play,False,"Bluehole, Inc.",mostly Positive,77.0,2015
"['Adventure', 'Indie']",Karmaflow: The Rock Opera Videogame - Act I & Act II,"['Single-player', 'Steam Achievements', 'Full controller support', 'Captions available']",4.99,False,Basecamp Games,mixed,47.0,2015
"['Indie', 'Sports']",Vertiginous Golf,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']",9.99,False,Kinelco &amp; Lone Elk Creative,mixed,63.0,2014
"['Action', 'Casual', 'Indie']",Inside My Radio,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",14.99,False,Seaven Studio,mixed,68.0,2015
"['Action', 'Indie', 'Racing']",Action Henk,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Steam Turn Notifications', 'Includes level editor']",14.99,False,RageSquid,mostly Positive,74.0,2015
"['Action', 'Adventure', 'Indie', 'RPG']",Windward,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",9.99,False,Tasharen Entertainment Inc.,mixed,61.0,2015
"['Indie', 'Strategy']",Galactic Civilizations III,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Stats']",29.99,False,Stardock Entertainment,positive,81.0,2015
"['Action', 'Indie']",NEON STRUCT,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",17.99,False,Minor Key Games,mixed,62.0,2015
"['Action', 'Adventure', 'Indie', 'RPG']",The Incredible Adventures of Van Helsing III,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",14.99,False,NeocoreGames,mixed,64.0,2015
"['Action', 'Adventure', 'Indie']",BADLAND: Game of the Year Edition,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",9.99,False,Frogmind,mostly Positive,79.0,2015
"['Action', 'Indie']",Crimzon Clover WORLD IGNITION - Superplay Strategy Guide,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",7.99,False,"YOTSUBANE,Adventure Planning Service",positive,85.0,2015
"['Action', 'Indie']",Crimzon Clover WORLD IGNITION - Arcade Poster Pack,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",0.99,False,"YOTSUBANE,Adventure Planning Service",positive,85.0,2015
"['Action', 'Indie']",Crimzon Clover WORLD IGNITION - Arranged Sound Track,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",5.99,False,"YOTSUBANE,Adventure Planning Service",positive,85.0,2015
"['Indie', 'Simulation']",0RBITALIS,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",9.99,False,Alan Zucconi,mostly Positive,73.0,2015
"['Adventure', 'Indie']",Homesick,"['Single-player', 'Steam Trading Cards', 'Partial Controller Support']",14.99,False,Lucky Pause,mostly Positive,72.0,2015
"['Adventure', 'Indie']",The Detail Episode 2 - From The Ashes,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Stats']",3.99,False,Rival Games Ltd,mixed,66.0,2015
"['Indie', 'Strategy']",MASSIVE CHALICE,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']",19.99,False,Double Fine Productions,mostly Positive,73.0,2015
"['Action', 'Indie']",Hatred,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",8.99,False,Destructive Creations,mixed,43.0,2015
"['Action', 'Casual', 'Indie', 'RPG', 'Strategy']",You Must Build A Boat,"['Single-player', 'Steam Achievements', 'Steam Cloud']",4.99,False,EightyEightGames,mostly Positive,71.0,2015
"['Action', 'Indie']",Duck Game,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']",12.99,False,Landon Podbielski,positive,82.0,2015
"['Action', 'Indie', 'Strategy']",The Masterplan,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",19.99,False,Shark Punch,mixed,68.0,2015
"['Action', 'Adventure']",LEGO® Jurassic World,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",19.99,False,"TT Games Ltd,Feral Interactive (Mac)",mostly Positive,72.0,2015
"['Action', 'Indie', 'Racing', 'Sports']",Rocket League®,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats']",19.99,False,"Psyonix, Inc.",positive,86.0,2015
"['Racing', 'Sports']",F1 2015,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",39.99,False,"Codemasters,Feral Interactive (Linux)",mixed,61.0,2015
['Casual'],Chime Sharp,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",9.99,False,"Ste Curran,Twistplay",positive,85.0,2016
